Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA50,MA200,ret_1d,ret_5d,ret_20d,vol_20d,ma_5,ema_5,ma_10,ema_10,ma_20,ema_20,ma_50,ema_50,ma_100,ema_100,ma_200,ema_200,rsi_14,macd,macd_signal,macd_hist,lag_close_1,lag_close_2,lag_close_5,lag_close_10,year,month,dow,div,split,has_div,has_split,div_60d,split_60d
2004-06-21,66.91992009092348,68.40702942627735,64.54054742350608,65.45140075683594,49328,0.0,0.0,53.5398583984375,38.36167344093323,-0.010677585580981086,0.019397538192148733,-0.017441274483663505,0.6193397970444215,64.82124481201171,64.98971550713098,63.981964111328125,64.10863108093356,62.422830963134764,62.48634125869507,53.5398583984375,55.97150709398502,45.87817665100098,48.81937012558273,38.36167344093323,42.05951830746951,62.011168224437355,2.5797106945289983,2.77840137489595,-0.1986906803669517,66.15780639648438,64.06653594970703,64.20596313476562,58.90814971923828,2004,6,0,0.0,0.0,0,0,0.0,0.0
2004-06-22,65.43285489330604,65.61874368561658,63.573966970200765,63.927154541015625,20064,0.0,0.0,54.20831455230713,38.533713512420654,-0.0232882138226983,-0.009646744622594072,-0.00029058060103936967,0.6077771249539762,64.6967056274414,64.63552851842587,64.61399002075196,64.07563534640302,62.421901893615725,62.62356157129703,54.20831455230713,56.28349326837838,46.09250648498535,49.11853417341309,38.533713512420654,42.2771067277038,58.56630654594352,2.3982122128391055,2.7023635424845813,-0.30415132964547587,65.45140075683594,66.15780639648438,64.54985046386719,57.606895446777344,2004,6,1,0.0,0.0,0,0,0.0,0.0
2004-06-23,64.59633425367238,65.06105608283549,61.58493453154587,62.68168258666992,22912,0.0,0.0,54.83717601776123,38.701524543762204,-0.019482674667564148,-0.018768567204771713,-0.027961587047270475,0.6111201930273268,64.45691604614258,63.984246541173896,64.93929481506348,63.82218939008791,62.33174705505371,62.629096906094446,54.83717601776123,56.53440265340942,46.272353706359866,49.3871113697152,38.701524543762204,42.48013733326566,57.98431498317153,2.1293286058939316,2.5877565551664516,-0.45842794927252006,63.927154541015625,65.45140075683594,63.88063049316406,59.42863464355469,2004,6,2,0.0,0.0,0,0,0.0,0.0
2004-06-24,63.19289302413975,64.31751787388264,61.919553746685786,63.72267150878906,21592,0.0,0.0,55.496151809692385,38.88457851409912,0.01660754592348046,-0.005367301912310496,-0.014800653099047434,0.6141187468235645,64.38814315795898,63.89705486371229,64.82497520446778,63.804095229851754,62.283881759643556,62.73324686825584,55.496151809692385,56.81629554969882,46.45536136627197,49.67098384771666,38.88457851409912,42.6915058325246,59.93814452162955,1.9774408095572795,2.4656934060446174,-0.4882525964873379,62.68168258666992,63.927154541015625,64.06653594970703,64.8658676147461,2004,6,3,0.0,0.0,0,0,0.0,0.0
2004-06-25,63.20218519398872,65.06107299381192,63.20218519398872,63.72267150878906,60280,0.0,0.0,56.147134399414064,39.06763248443603,0.0,-0.036807975057418396,0.03066732907702585,0.5916824696049026,63.90111618041992,63.83892707873789,64.23663673400878,63.789290916931265,62.37868461608887,62.82747778640186,56.147134399414064,57.08713382260432,46.65909557342529,49.949235088529974,39.06763248443603,42.90077116263668,59.08129473377611,1.835905461321353,2.3397358170999647,-0.5038303557786117,63.72267150878906,62.68168258666992,66.15780639648438,69.6060562133789,2004,6,4,0.0,0.0,0,0,0.0,0.0
2004-06-28,64.83801111969426,67.84941194646873,64.83801111969426,66.80843353271484,100536,0.0,0.0,56.859832229614256,39.266440591812135,0.04842486905936094,0.02073344130434318,0.13429090359631912,0.5829806834769218,64.1725227355957,64.82876256339688,64.49688377380372,64.33822593798283,62.77416362762451,63.20661642890786,56.859832229614256,57.468361262216504,46.888389358520506,50.28308060227621,39.266440591812135,43.13865835039865,66.26149468913744,1.9502515982437387,2.26183897332872,-0.31158737508498113,63.72267150878906,63.72267150878906,65.45140075683594,64.20596313476562,2004,6,0,0.0,0.0,0,0,0.0,0.0
2004-06-29,67.8493991127973,68.01669786644565,65.52578955413986,66.35299682617188,47952,0.0,0.0,57.565280227661134,39.46631752967834,-0.0068170541121870265,0.03794697734590757,0.11390187196433788,0.5847258367709868,64.65769119262696,65.33684065098855,64.67719841003418,64.70454791765356,63.113409423828124,63.506271704837765,57.565280227661134,57.81677834315593,47.12614109039307,50.601296765125625,39.46631752967834,43.36964679294366,62.85808154062936,1.981282804732281,2.2057277396094324,-0.22444493487715134,66.80843353271484,63.72267150878906,63.927154541015625,64.54985046386719,2004,6,1,0.0,0.0,0,0,0.0,0.0
2004-06-30,66.17640454311426,67.10584842714675,64.68929432866224,64.87518310546875,20576,0.0,0.0,58.24117195129394,39.65513405799866,-0.02227199661493251,0.03499428267206883,0.09062526593651943,0.5928861180103057,65.09639129638671,65.18295480248196,64.77665367126465,64.73557249725631,63.382948875427246,63.63664421918357,58.24117195129394,58.0935785299133,47.35404064178467,50.88394797978589,39.65513405799866,43.583632228889186,50.02028043809732,1.865128008110446,2.137607793309635,-0.2724797851991889,66.35299682617188,66.80843353271484,62.68168258666992,63.88063049316406,2004,6,2,0.0,0.0,0,0,0.0,0.0
2004-07-01,65.79528872917071,66.14847602311472,65.07961630523047,65.69304656982422,15168,0.0,0.0,58.93472217559815,39.84139447212219,0.012606723021125976,0.03092109942006105,0.12297343877953049,0.5878352042299541,65.49046630859375,65.35298539159605,64.93930473327637,64.90965869226866,63.74264125823974,63.83249206210173,58.93472217559815,58.39159688441961,47.57506202697754,51.17719745681635,39.84139447212219,43.80362640143581,39.726594564581205,1.8181111873084603,2.0737084721094,-0.2555972848009396,64.87518310546875,66.35299682617188,63.72267150878906,64.06653594970703,2004,7,3,0.0,0.0,0,0,0.0,0.0
2004-07-02,66.54816992154124,69.15061232070767,66.54816992154124,67.98880767822266,123232,0.0,0.0,59.65913066864014,40.03299926757813,0.034946790083153045,0.06694848267378717,0.16536537630884784,0.5951984177413868,66.34369354248047,66.23159282047159,65.12240486145019,65.4695039624421,64.22502193450927,64.22833164458943,59.65913066864014,58.76795809201973,47.814765510559084,51.51010062951747,40.03299926757813,44.044274971354085,61.8658617368946,1.9436930692611085,2.0477053915397416,-0.10401232227863311,65.69304656982422,64.87518310546875,63.72267150878906,66.15780639648438,2004,7,4,0.0,0.0,0,0,0.0,0.0
