model,MAE,RMSE,R2,MAPE_%
baseline_naive,26.829910779782864,37.37233073975059,0.9958073289465125,1.2051108777520636
linear_regression,1.1629995402946143,1.5252111482738278,0.9999930168661769,0.051854567104590084
random_forest,872.8701979597447,1044.85174567462,-2.2771760181088894,34.578301579647146
